source_text,target_text,id,modern_source_text
amarrei-lhe as pernas,aîkupy-pûar,6422,amarrei as pernas dela
eu estou rugoso,xe axixã,6423,eu estou rugoso
penteio-me,aîeabyky,6424,me penteio
baliza do caminho,pé kugûapaba,6425,baliza do caminho
ide depressa!,pekûá esapy'a!,6426,vão depressa!
foram s pedro e são joão,"osó s pedro, são joão abé",6427,foram São Pedro e São João
ficando a tomar poções para não se gerar uma criança,pitanga nhemonhanga suí oîeposanõ-sanonga,6428,ficando a tomar poções para não gerar uma criança
"cabeleira, peruca",agûera,6429,"cabeleira, peruca"
"fizeste o pajé ser feiticeiro, acreditando nele?","ereîmoupixûarype paîé, serobîá?",6430,"você fez o pajé ser feiticeiro, acreditando nele?"
sua remissão foi minha determinação,sepyrama xe pûaîtaba,6431,sua remissão foi minha determinação
faço-o muito apressadamente,aîapó-anhẽ-anhẽ,6432,faço isso muito apressadamente
"sarauaia, vem para beber cauim","saraûaî, îori ekagûabo",6433,"sarauaia, venha beber cauim"
estou menstruada,aîkoaíb,6434,estou menstruada
o que toca a quando eu fui,xe soremendûara,6435,o que toca ao tempo em que eu fui
matamos,îaîuká,6436,matamos
"quanto mais um caminhante por um caminho que não conhece se aflige, mais deseja logo ver o dia","memeté rakó pé o eminguabe'yma rupi oguataba'e o angekotebẽnamo, korikorinhẽa'ub 'ara repîaki",6437,"quanto mais um caminhante se aflige por um caminho que não conhece, mais deseja logo ver o dia"
é certo que foi?,osó ruãpe é?,6438,é certo que foi?
cheguei,aîepotar,6439,cheguei
eu sou um homem vadio,abá-ekotenhẽ ixé,6440,eu sou um homem vadio
para o alto do chamado monte das oliveiras levou sua mãe e seus discípulos,ybytyra olivete seryba'e apyterybo o sy o boîá rerasóû,6441,levou sua mãe e seus discípulos para o alto do chamado monte das oliveiras
honrar a deus,tupã moabaeté,6442,honrar a Deus
a morte estava dentro deles como sua pena,sepyramo é anhẽ te'õ rekóû i pupé,6443,a morte estava dentro deles como sua pena
fartei-me de comê-lo,aî'useîmogûab,6444,me fartei de comê-lo
das cuias quebrando as pontas,kuîa nhẽ i tĩ-ngá-tĩ-ngábo,6445,quebrando as pontas das cuias
ir para a guerra,marãmonhangápe só,6446,ir para a guerra
eis que agora eu pereço,akanhem kó ixé re'a,6447,eis que agora eu pereço
"aimbirê, levemos os malditos logo","aîmbiré, îarasó muru taûîé",6448,"aimbirê, vamos levar os malditos logo"
"seu sangue era muito, escorrendo no chão",sugûy turusu ybype osyryka,6449,"seu sangue era muito, escorrendo no chão"
lacei-o pelo pescoço,aîaîurar,6450,lacei-o pelo pescoço
"e ao partir muitas vezes o padre a hóstia em pedaços, em cada pedaço dela nosso senhor jesus cristo está?",a'epe abaré hóstia pese'õ-etá-etáreme i pese'õmbûera îabi'õ îandé îara îesu cristo rekóû?,6451,"e ao partir muitas vezes o padre a hóstia em pedaços, em cada pedaço dela nosso Senhor Jesus Cristo está?"
"portanto, essa é a primeira finalidade de se aspergir a gente com água benta",irõ aîpó 'y-karaíba pupé asé îeepyîtabypy,6452,"portanto, essa é a primeira finalidade de se aspergir a gente com água benta"
"a noite em que estava ele como presa dos judeus, os cristãos não estavam felizes","putuna îudeus i pysykagûeramo sekóreme, cristãos rorybe'ymamo",6453,"na noite em que ele estava como preso dos judeus, os cristãos não estavam felizes"
pôr o bispo em nossa testa o óleo sagrado,asé sybápe abaregûasu nhandy-karaíba nonga,6454,pôr o bispo em nossa testa o óleo sagrado
todos os lugares preenche,opakatu mamõ mopori,6455,todos os lugares preenche
"em que direção eram, pois, meus atos passados?",marangoty-pakó xe rekopûera é?,6456,"em que direção eram, pois, meus atos passados?"
as almas dos homens morrem ao transgredirem a palavra de deus,abá 'anga re'õû nhẽ tupana nhe'enga abŷápe,6457,as almas dos homens morrem ao transgredirem a palavra de Deus
deus-pai,tupã tuba,6458,Deus-Pai
"embora me evoques os atos, daqueles arrependi-me, bem resgatando-os também","xe rekoekyî îepé, a'epûera aîmoasy, i mboepykatûabo bé",6459,"embora me evoques os atos, daqueles me arrependi, bem resgatando-os também"
como disse a seu pai antes de morrer?,marã e'ipe og uba supé o îekyî'îanondé?,6460,como disse a seu pai antes de morrer?
como teus filhos estando nós,nde membyramo orokupa,6461,como teus filhos estão nós
"são muito molestos, certamente, os tropeços de nossa caminhada, o fatigar-se","iî abaibeté nhẽ rakó asé atá mysakanga, asé mopytubara",6462,"são muito molestos, certamente, os tropeços de nossa caminhada, o fatigar-se"
"assim que pôs sua alma em seu corpo, deus a preservou","i 'anga seté pupé i mondepa bé, tupã i pe'aû",6463,"assim que pôs sua alma em seu corpo, Deus a preservou"
é enjoativa minha comida,i ting xe remi'u,6464,é enjoativa minha comida
o cauim que é preparado para meu recebimento,kaûĩ xe renotara,6465,o cauim que é preparado para meu recebimento
ficaram todos gritando por causa disso,oposẽ-posẽ pabenhẽ sesé,6466,ficaram todos gritando por causa disso
que deteste muito o diabo,t'aroŷrõngatu anhanga,6467,que detesto muito o diabo
os que põem armadilhas bem nos caminhos das fontes,nhãîmbiara pupé-katu oîekotyrungyba'e,6468,os que põem armadilhas bem nos caminhos das fontes
que farão no céu?,marãpe sekóû ybakypene?,6469,o que farão no céu?
cabeceiras de rio,y-apyra,6470,cabeceiras de rio
"de fato, quiseste matar mesmo o bondoso são lourenço","supi é, ereîuká-potar é são lourenço-angaturama",6471,"de fato, quis matar mesmo o bondoso São Lourenço"
o oposto da avareza é a liberalidade,tekate'yma robaîara tekate'yme'yma,6472,o oposto da avareza é a liberalidade
apartá-lo-íamos dele precisamente depois disso?,îaîpe'a nhẽmope i xuí a'e roîré katu?,6473,apartá-lo-íamos dele precisamente depois disso?
deus fez vir um anjo no sonho de são josé para o avisar,tupã karaibebé mbouri são josé mosaûsuba pupé i momorandupa,6474,Deus fez vir um anjo no sonho de São José para o avisar
"afastou-se daqueles seus três discípulos, então?",oîeîyîpe a'e o boîá mosapyr suí a'ereme?,6475,"afastou-se daqueles seus três discípulos, então?"
"como um cão, atacou-me",îagûara rame'ĩ xe repenhani,6476,"como um cão, atacou-me"
corpo morto de peixe,pirá re'õmbûera,6477,corpo morto de peixe
eu estou com a base com firmeza,xe ypy ten,6478,eu estou com a base com firmeza
"tocaste nas tuas pudendas, abrindo-lhes a pele?",erepokokype nde rapopé resé i pipekábo?,6479,"tocou nas suas pudendas, abrindo-lhes a pele?"
dizem que fui?,asó serãne ra'e?,6480,dizem que fui?
com meu cônjuge verdadeiro somente hei de ter relações sexuais,xe mendasabeté resé nhõ t'aîkóne,6481,com meu cônjuge verdadeiro somente hei de ter relações sexuais
poeira da terra,yby tubyra,6482,poeira da terra
então foi?,osó-tepe ra'e é?,6483,então foi?
"armadilha de ratos, ratoeira",gûabiru rupîara,6484,"armadilha de ratos, ratoeira"
toquei-o,anhatõî,6485,toquei-o
guardei todos os jejuns,aîá pá îekuakuba,6486,guardei todos os jejuns
"é muito feliz, certamente, o homem, após alcançar alguma verdade",sorybeté rakó abá mba'eeté amõ resé o îekosub'iré,6487,"é muito feliz, certamente, o homem, após alcançar alguma verdade"
coleira de ferro para prender pessoas,itá-îurutá,6488,coleira de ferro para prender pessoas
eu tenho palavras ásperas,xe nhe'engasy,6489,eu tenho palavras ásperas
o que tem jeito para ele sou eu,iî arõana ixé,6490,o que tem jeito para ele sou eu
os maus padecem açoites,angaîpaba oîporará îonupã,6491,os maus padecem açoites
"que se frustre esse meu futuro sofrimento, que eu o faça passar","t'i rambûer iã xe remimborarama, t'amongûabyne",6492,"que se frustre esse meu futuro sofrimento, que eu o faça passar"
deveria eu por bem ensiná-lo,aîmbo'e be'ĩmo mã,6493,deveria eu por bem ensiná-lo
a segunda vez dele,i mokõîa,6494,a segunda vez dele
o limiar da porta,okena robapy,6495,o limiar da porta
"no caso de morrer algum, o que fica não pode casar-se com algum irmão ou irmã de seu cônjuge falecido","amõ re'õneme, opytaba'e nd'e'ikatuî omendá o mendasabambyra asykûera amõ resé",6496,"no caso de morrer algum, o que fica não pode casar-se com algum irmão ou irmã de seu cônjuge falecido"
"arrependeu-se, depois disso, de ter comido aquele fruto?",oîmoasype a'e riré a'e 'ybá 'uagûera?,6497,"arrependeu-se, depois disso, de ter comido aquele fruto?"
"que disse deus, vendo seu frouxo pudor?",marã e'ipe tupã i tĩîeraba repîaka?,6498,"o que disse Deus, vendo seu frouxo pudor?"
enfileirei-o,asysyrung,6499,enfileirei-o
para outra coisa que não o pássaro a flecha foi,gûyrá taté u'uba sóû,6500,para outra coisa que não o pássaro a flecha foi
leva-o completamente,ererasó nhetekatunhẽpeũî,6501,leva-o completamente
isso mesmo,ebokûeîba'e a'e,6502,isso mesmo
eu sou melhor que tu,xe katu-eté nde suí,6503,eu sou melhor que você
"ave maria, a que está cheia de graça","ave maria, graça resé tynysemba'e",6504,"ave Maria, a que está cheia de graça"
vou mesmo castigar-te,a'e tenhẽ nde nupãmone,6505,vou mesmo castigar você
"aqueles serão os futuros habitantes do fundo do nosso fogo, os que serão queimados","aîpó îandé ratá gûyra porama, sapypyrama",6506,"aqueles serão os futuros habitantes do fundo do nosso fogo, os que serão queimados"
do céu vieste,ybaka suí ereîur,6507,do céu vieste
viram seus discípulos a vinda dele?,osepîakype i boîá tura?,6508,viram seus discípulos a vinda dele?
"lugar em que dormem os japuguaçus, também antigo nome da ilha de santana, da cota leste do brasil",îapugûasu-kesaba,6509,"lugar em que dormem os japuguaçus, também antigo nome da ilha de Santana, da cota leste do Brasil"
eram muitos mesmo todos os que diziam isso,setá tenhẽ erimba'e opab aîpó 'îarûera,6510,eram muitos mesmo todos os que diziam isso
fiz fogo,aîatapy,6511,fiz fogo
"eia, amai a jesus, a verdade!","îesu, mba'eeté, pe'ĩ, pesaûsu!",6512,"eia, amem a Jesus, a verdade!"
veio de novo ao lugar em que estavam deitados seus discípulos?,our benhẽpe o boîá rupápe?,6513,veio de novo ao lugar em que estavam deitados seus discípulos?
"são muito molestos, certamente, os tropeços de nossa caminhada",iîabaíbeté nhẽ rakó asé atá mysakanga,6514,"são muito molestos, certamente, os tropeços de nossa caminhada"
"forçaste alguma mulher, sendo tu ladino com ela?","ereîukaípe kunhã amõ, sesé nde ara'apy'iramo?",6515,"forçaste alguma mulher, sendo você ladino com ela?"
afasta o diabo deste dia em diante,eîpe'a îurupari kó 'ara suí,6516,afaste o diabo deste dia em diante
esbofeteei suas nádegas,sebira aîpetek,6517,esbofeteei suas nádegas
afasta-te!,eîepe'a!,6518,afaste-se!
fiei o algodão,aamyniîu-poban,6519,fiei o algodão
eu sou muito barulhento,xe pugûasu,6520,eu sou muito barulhento
"eu, tão somente",ixé anhotenhẽ,6521,"eu, tão somente"
toma mais outro,eîar-y bé amõ,6522,tome mais outro
eu sou garrido,xe araakasyk,6523,eu sou garrido
vou-me esconder!,asópe ûinhemima ká!,6524,vou me esconder!
"eis aí teu filho, ó mulher!","ebokûé nde membyra, kunhã gûé!",6525,"eis aí seu filho, ó mulher!"
mudo-me,asem,6526,mudo-me
caprichei nele,aîmomatueté,6527,caprichei nele
"ficaste impotente diante de tua esposa, detestando-a?","erenhemote'õ'ape nde remirekó supé, i amotare'yma nhẽ?",6528,"ficou impotente diante de sua esposa, detestando-a?"
estou atrás dele,sakypûeri aîkó,6529,estou atrás dele
"é no final da missa que entras sempre, manifestamente consciente?","missa mondykápe épe ereîké îepi, nde îesûere'yîpe",6530,"é no final da missa que você entra sempre, manifestamente consciente?"
a palavra de deus,tupana nhe'enga,6531,a palavra de Deus
"na verdade, ver-me-eis futuramente estar sentado ao lado direito de deus-pai",anheté pesepîak irã tupã tuba 'ekatuaba koty xe gûapyka xe renane,6532,"na verdade, vocês me verão futuramente estar sentado ao lado direito de Deus-Pai"
a canoa já está pronta,i aûîé umûã ygara,6533,a canoa já está pronta
"ah, eu estou muito quente aqui!",xe rakubeté kó mã!,6534,"ah, eu estou muito quente aqui!"
passou a aflição,i pûer tekoaíba,6535,passou a aflição
põe a espada na bainha dela,eîmondeb itangapema surupe,6536,ponha a espada na bainha dela
fiz-lhe cócegas,aîpokirik,6537,fiz-lhe cócegas
meu escravo,xe remiaûsuba,6538,meu escravo
"se me mandasse, iria","xe mondórememo, asómo",6539,"se me mandasse, iria"
"contaste a maledicência de alguém, sendo mexeriqueiro?",ereîmombe'upe abá marã'eagûera nde mba'epûeramo?,6540,"você contou a maledicência de alguém, sendo mexeriqueiro?"
eu estou com a boca entreaberta,xe îuru-bok,6541,eu estou com a boca entreaberta
"muito a propósito comportei-me como filho de deus, fazendo-me batizar","a'eboé tupã ra'yramo anhemoingó re'a, gûinhemoîasukuká",6542,"muito a propósito, comportei-me como filho de Deus, fazendo-me batizar"
"a dança é que é boa, enfeitar-se, pintar-se de preto","moraseîa é i katu, îegûaka, îemoúna",6543,"a dança é que é boa, enfeitar-se, pintar-se de preto"
"semelhantemente a isso fizeram com seus pés, pregando-os também com cravos?",a'e rame'ĩpe ybŷá i py rerekóû itapygûá pupé i moîáno?,6544,"semelhantemente a isso, fizeram com seus pés, pregando-os também com cravos?"
aliaste-te com tua comborça?,ereîekotyápe nde nhemõîa resé?,6545,você se aliou à sua comborça?
"vem, nomeia os que tu derrotas por aí","îori, esenõî angá kûeîbo nde remimoaûîé",6546,"vem, nomeie os que você derrota por aí"
são muito molestos os tropeços de nossa caminhada,iî abaíbeté asé atá mysakanga,6547,são muito molestos os tropeços de nossa caminhada
obra-prima sou eu,ixé-tene îaeté,6548,obra-prima sou eu
"mulher bondosa, uma virgem",kunhã-angaturama ababykagûere'yma,6549,"mulher bondosa, uma virgem"
a cada dez dar um como quinhão de deus,opá kó mbó îabi'õ moîepé me'enga tupã potabamo,6550,"a cada dez, dar um como quinhão de Deus"
não se afligem os outros?,n'oîkotebẽî amõba'e,6551,os outros não se afligem?
fiz enfiada de peixes,aîmoapytam pirá,6552,fiz enfiada de peixes
"o homem que tenta, sem êxito, ter relações sexuais com uma mulher, não pode casar",apŷaba kunhã resé o ekó osa'angîepéba'e nd'e'ikatuî omendá,6553,"o homem que tenta, sem êxito, ter relações sexuais com uma mulher, não pode casar"
homem membrudo,abá-tubixaba,6554,homem membrudo
"hei de ir para o rio dos paratis, ao bando dos tupiniquins","t'asóne parati'ype, tupinakyîa re'yîpe",6555,"hei de ir para o rio dos paratis, ao bando dos tupiniquins"
ficando a chacotear as pessoas,oporokurá-kurapa,6556,ficando a chacotear as pessoas
"coloquei uma ponte, fiz uma ponte",anharybobõ-rung,6557,"coloquei uma ponte, fiz uma ponte"
finalmente ele a levou,té ahẽ serasóbo ko'yté,6558,finalmente ele a levou
"curou-o, somente tocando sua orelha, imediatamente fazendo-a sarar, colando-a","oîposanong i nambi atõîa nhote, aûnhenhẽ i monga'ẽmo, i moîepotá",6559,"curou-o, somente tocando sua orelha, imediatamente fazendo-a sarar, colando-a"
"o cauim está pela metade da vasilha, somente",kamusi ku'a rupi nhote kaûĩ reni,6560,"o cauim está pela metade da vasilha, somente"
"na missa toma o pão em suas mãos, benzendo-o, sobre ele pronunciando as palavras de nosso senhor jesus cristo","missa pupé miapé rari o pópe, sobasapa, i 'arybo îandé îara îesu cristo nhe'engûera ra'anga",6561,"na missa, toma o pão em suas mãos, benzendo-o, sobre ele pronunciando as palavras de nosso Senhor Jesus Cristo"
